nmp_time_phy	dv0	force0	site148	[AMP]300
n000	5.60056
n001	2.30048
n002	2.21536
n003	1.33224
n004	5.60056
n005	3.63496
n006	5.60056
n007	0.75376
n008	4.9784
n009	0.92736
n010	1.59544
n011	3.21608
n012	3.57672
n013	1.20568
n014	3.33592
n015	1.55624
n016	5.60056
n017	5.0792
n018	4.746
n019	5.24272
n020	2.72776
n021	1.03824
n022	5.60056
n023	2.11288
n024	5.60056
n025	4.29408
n026	5.60056
n027	0.03808
n028	1.71528
n029	2.45336
n030	1.47896
n031	0.93016
n032	1.32496
n033	5.60056
n034	2.62808
n035	0.9828
n036	1.05896
n037	5.60056
n038	1.974
n039	3.12032
n040	3.98888
n041	3.94352
n042	5.19456
n043	2.42368
n044	3.8108
n045	3.82872
n046	0.6804
n047	1.23704
n048	2.56032
n049	3.97992
n050	4.37472
n051	4.0544
n052	4.54552
n053	0.99456
n054	1.19616
n055	1.29472
n056	2.14368
n057	1.84632
n058	5.60056
n059	0.49672
n060	2.88904
n061	1.31264
n062	2.58104
n063	5.41072
n064	3.6904
n065	5.208
n066	1.95216
n067	0.89936
n068	0.83552
n069	5.40176
n070	0.66192
n071	0.77672
n072	2.1924
n073	0.64904
n074	1.15248
n075	5.60056
n076	3.15896
n077	1.72984
n078	1.74216
n079	0.40936
n080	1.07632
n081	1.148
n082	0.94752
n083	2.81064
n084	1.55512
n085	0.41384
n086	2.53232
n087	0.08568
n088	3.04416
n089	2.06024
n090	5.60056
n091	2.05912
n092	1.7472
n093	0.11536
n094	5.60056
n095	4.89832
n096	5.60056
n097	2.5816
n098	3.35328
n099	3.75928
n100	3.56384
n101	0.89992
n102	5.60056
n103	1.0444
n104	2.1448
n105	3.98888
n106	0.72744
n107	4.81824
n108	5.60056
n109	1.88272
n110	5.60056
n111	1.0948
n112	2.9092
n113	1.47784
n114	0.22008
n115	0.31472
n116	0.09744
n117	5.60056
n118	2.34248
n119	5.60056
n120	1.60384
n121	2.35088
n122	2.06248
n123	4.53936
n124	2.12128
n125	2.85936
n126	0.616
n127	1.12224
n128	2.55528
n129	2.5592
n130	2.86944
n131	1.00072
n132	2.63256
n133	2.94224
n134	1.48176
n135	4.94088
n136	5.28808
n137	0.57624
n138	5.60056
n139	1.54672
n140	2.9736
n141	3.66296
n142	5.60056
n143	1.54056
n144	1.33112
n145	2.68072
n146	3.7436
n147	4.4016
n148	4.90504
n149	4.66368
n150	4.35344
n151	4.86304
n152	0.0812
n153	2.90752
n154	1.07632
n155	5.60056
n156	0.45192
n157	3.92336
n158	1.79928
n159	3.64728
n160	5.60056
n161	5.26792
n162	5.60056
n163	1.67104
n164	2.16216
n165	4.82104
n166	3.00944
n167	5.16768
n168	5.49136
n169	1.52488
n170	0.92456
n171	1.2628
n172	2.0244
n173	5.26064
n174	1.66712
n175	3.85672
n176	5.29984
n177	2.2288
n178	4.09136
n179	1.0696
n180	1.7528
n181	0.9576
n182	2.84032
n183	4.48
n184	0.69832
n185	4.94144
n186	1.70744
n187	3.9648
n188	1.82168
n189	3.40592
n190	2.40688
n191	2.97696
n192	3.00552
n193	2.26688
n194	1.1732
n195	2.91032
n196	3.7436
n197	4.81992
n198	4.36744
n199	2.11624
n200	3.41992
n201	4.0544
n202	5.60056
n203	5.24104
n204	2.2288
n205	0.49392
n206	5.31832
n207	4.4716
n208	5.60056
n209	2.25848
n210	5.22816
n211	2.04736
n212	1.52824
n213	5.60056
n214	0.9128
n215	0.90216
n216	0.48832
n217	1.37928
n218	2.53848
n219	5.32
n220	2.69416
n221	0.23408
n222	2.09832
n223	5.60056
n224	2.86832
n225	0.63616
n226	5.60056
n227	3.40144
n228	3.93736
n229	3.80184
n230	1.39272
n231	0.28728
n232	4.04488
n233	1.19728
n234	2.40128
n235	0.30296
n236	3.84272
n237	1.78864
n238	0.4032
n239	5.11672
n240	3.83544
n241	1.42688
n242	2.02664
n243	3.57952
n244	0.46312
n245	0.69496
n246	4.56624
n247	1.41904
n248	1.25048
n249	2.1924
n250	4.68888
n251	3.54032
n252	1.44592
n253	0.62944
n254	1.04832
n255	0.74704
n256	2.50992
n257	4.3568
n258	3.68312
n259	5.60056
n260	5.60056
n261	2.21144
n262	0.11368
n263	1.52824
n264	1.38656
n265	2.59896
n266	5.40064
n267	4.61496
n268	3.5196
n269	2.72272
n270	0.30632
n271	1.8704
n272	1.38152
n273	3.40144
n274	1.78696
n275	0.6552
n276	5.60056
n277	1.5652
n278	2.5116
n279	4.93696
n280	2.46568
n281	1.51704
n282	1.22248
n283	1.04776
n284	4.56512
n285	0.32424
n286	4.00008
n287	5.60056
n288	2.28816
n289	0.29288
n290	0.11312
n291	1.18048
n292	2.54128
n293	2.26072
n294	5.60056
n295	0.6244
n296	5.23432
n297	4.19048
n298	1.8368
n299	2.828
n300	5.60056
n301	0.19264
n302	2.4472
n303	0.08568
n304	1.45936
n305	1.50416
n306	1.19392
n307	1.72704
n308	1.29696
n309	3.91944
n310	5.60056
n311	4.3708
n312	5.60056
n313	5.30992
n314	1.21016
n315	5.60056
n316	0.54264
n317	3.23176
n318	0.8288
n319	2.89576
n320	0.95816
n321	2.82856
n322	4.74768
n323	0.95536
n324	0.854
n325	1.42912
n326	0.63616
n327	5.60056
n328	5.60056
n329	1.89
n330	1.20064
n331	5.60056
n332	3.24576
n333	4.76112
n334	3.44568
n335	5.60056
n336	4.99856
n337	5.60056
n338	1.74552
n339	3.59016
n340	2.44104
n341	0.25032
n342	5.51264
n343	0.17976
n344	5.60056
n345	3.23736
n346	5.37152
n347	4.06672
n348	2.60064
n349	1.12728
n350	3.2816
n351	5.60056
n352	4.27112
n353	4.63904
n354	4.07456
n355	0.5516
n356	5.60056
n357	2.79552
n358	3.0548
n359	0.80808
n360	0.09968
n361	5.60056
n362	4.43072
n363	5.0988
n364	0.5208
n365	0.4284
n366	5.50032
n367	1.7752
n368	0.89824
n369	3.16176
n370	4.7376
n371	5.60056
n372	1.66544
n373	5.02656
n374	4.09248
n375	4.91008
n376	1.34456
n377	2.29824
n378	0.88984
n379	1.35296
n380	4.83616
n381	0.084
n382	3.6148
n383	5.60056
n384	2.21144
n385	0.58128
n386	5.60056
n387	5.60056
n388	0.34272
n389	0.8708
n390	0.34776
n391	1.96112
n392	2.04344
n393	1.50136
n394	5.2668
n395	4.47272
n396	1.372
n397	5.60056
n398	4.39488
n399	5.20856
nmp_time_phy	dv0	force5	site148	[AMP]300
n000	1.6352
n001	3.2928
n002	1.764
n003	4.93696
n004	3.97992
n005	4.0628
n006	1.68448
n007	0.56952
n008	2.51384
n009	2.0188
n010	1.14856
n011	1.99472
n012	1.5316
n013	2.00088
n014	2.0272
n015	0.03472
n016	2.80392
n017	2.66728
n018	3.76712
n019	0.77672
n020	3.24072
n021	5.60056
n022	0.3248
n023	3.18304
n024	0.25368
n025	1.52544
n026	1.666
n027	4.83896
n028	0.308
n029	0.02856
n030	1.44424
n031	5.60056
n032	3.8808
n033	1.32216
n034	3.00832
n035	1.13344
n036	1.11272
n037	1.74272
n038	5.60056
n039	1.41232
n040	1.59712
n041	1.9236
n042	2.85992
n043	2.0664
n044	1.29976
n045	0.82712
n046	2.69696
n047	0.9436
n048	5.60056
n049	5.026
n050	1.77912
n051	0.97832
n052	0.29456
n053	4.20056
n054	1.6856
n055	1.876
n056	0.6888
n057	5.60056
n058	1.14968
n059	1.70912
n060	4.01184
n061	4.00736
n062	0.62048
n063	1.78584
n064	1.24096
n065	5.06688
n066	0.73584
n067	0.98616
n068	1.23648
n069	1.36304
n070	2.3268
n071	1.16592
n072	5.60056
n073	0.36456
n074	3.54256
n075	1.23368
n076	3.15
n077	2.29096
n078	3.06544
n079	2.07536
n080	0.56112
n081	5.4432
n082	0.9436
n083	2.5648
n084	0.42896
n085	5.60056
n086	0.10024
n087	0.91896
n088	1.03152
n089	0.60032
n090	4.5724
n091	2.45168
n092	1.99416
n093	2.19016
n094	0.728
n095	1.23368
n096	2.27528
n097	0.29176
n098	0.79016
n099	1.49688
n100	3.1612
n101	5.12456
n102	4.21176
n103	2.42536
n104	0.55384
n105	0.50624
n106	0.94192
n107	3.39696
n108	3.3488
n109	4.35904
n110	5.60056
n111	1.55456
n112	4.99128
n113	2.26688
n114	2.16664
n115	1.1396
n116	0.82376
n117	1.67104
n118	0.18088
n119	2.37384
n120	0.9744
n121	0.36456
n122	4.13952
n123	4.73424
n124	1.25944
n125	1.14352
n126	3.26984
n127	3.59464
n128	0.23016
n129	3.64224
n130	1.43192
n131	0.38192
n132	3.10352
n133	1.2516
n134	0.61544
n135	4.68216
n136	5.60056
n137	4.67488
n138	5.35192
n139	1.6268
n140	1.6268
n141	4.36464
n142	0.69216
n143	4.12048
n144	5.60056
n145	1.75112
n146	1.58536
n147	1.6716
n148	3.18528
n149	0.71848
n150	1.03936
n151	3.6764
n152	0.24024
n153	0.88704
n154	3.37512
n155	4.28344
n156	1.94992
n157	1.20008
n158	0.39984
n159	5.2332
n160	2.08264
n161	1.39944
n162	5.46616
n163	5.60056
n164	4.54888
n165	1.22696
n166	0.5544
n167	5.24104
n168	0.5852
n169	3.76432
n170	0.93072
n171	1.00128
n172	0.73248
n173	0.99344
n174	0.38808
n175	1.80824
n176	5.2612
n177	5.17944
n178	1.24936
n179	0.85512
n180	3.47872
n181	1.1592
n182	5.60056
n183	5.60056
n184	5.49136
n185	0.77392
n186	1.12448
n187	5.06408
n188	5.60056
n189	3.3096
n190	4.32208
n191	5.60056
n192	5.21248
n193	2.506
n194	1.09088
n195	4.88712
n196	2.604
n197	5.09096
n198	2.2792
n199	1.44872
n200	3.7604
n201	2.31616
n202	1.05392
n203	5.60056
n204	2.06472
n205	4.34112
n206	1.48456
n207	2.37552
n208	5.60056
n209	1.03264
n210	5.60056
n211	3.02176
n212	1.72424
n213	0.60704
n214	3.89256
n215	3.1248
n216	0.57456
n217	3.93232
n218	2.85152
n219	5.34576
n220	5.11616
n221	3.86624
n222	2.74008
n223	1.55736
n224	2.6376
n225	1.29416
n226	5.20184
n227	0.48776
n228	5.60056
n229	5.60056
n230	0.93352
n231	0.21112
n232	2.04232
n233	4.45592
n234	1.25328
n235	0.9828
n236	1.02032
n237	0.97048
n238	5.60056
n239	1.79032
n240	1.90736
n241	1.90904
n242	0.99568
n243	0.60256
n244	3.72456
n245	1.00744
n246	1.59208
n247	1.69064
n248	1.9376
n249	1.9208
n250	1.80824
n251	2.29208
n252	4.42568
n253	0.55048
n254	1.33112
n255	1.6212
n256	1.16704
n257	5.40512
n258	1.92528
n259	1.61952
n260	0.29792
n261	2.25792
n262	0.83048
n263	2.74904
n264	0.76104
n265	0.97328
n266	1.06904
n267	1.83288
n268	5.04448
n269	2.18624
n270	1.42408
n271	0.81928
n272	5.60056
n273	4.33328
n274	1.78192
n275	4.58528
n276	1.60496
n277	0.78008
n278	0.07336
n279	2.46624
n280	2.34752
n281	3.32472
n282	0.62944
n283	1.5596
n284	1.06792
n285	2.57992
n286	3.02624
n287	2.99488
n288	2.12408
n289	3.0044
n290	3.65904
n291	3.69992
n292	5.60056
n293	0.21504
n294	1.44032
n295	4.19776
n296	4.78408
n297	5.12512
n298	0.14784
n299	4.7236
n300	5.47624
n301	1.63576
n302	3.30064
n303	0.8484
n304	2.83304
n305	3.1864
n306	4.24256
n307	5.60056
n308	1.28408
n309	0.54992
n310	2.32792
n311	0.95368
n312	1.79872
n313	0.50512
n314	2.4164
n315	1.81384
n316	2.8532
n317	1.27792
n318	0.52136
n319	3.11528
n320	3.878
n321	1.34792
n322	1.24768
n323	2.10112
n324	1.8452
n325	1.3384
n326	1.10712
n327	5.60056
n328	3.72232
n329	2.1
n330	2.79664
n331	0.16856
n332	2.7468
n333	0.85512
n334	1.26896
n335	0.8428
n336	5.60056
n337	3.12536
n338	0.69776
n339	5.60056
n340	5.60056
n341	5.60056
n342	2.21984
n343	0.9912
n344	2.00816
n345	1.99248
n346	1.11048
n347	2.61632
n348	4.65472
n349	2.53904
n350	0.27496
n351	5.60056
n352	2.16496
n353	0.84504
n354	1.2908
n355	3.34432
n356	1.94712
n357	4.88096
n358	5.60056
n359	2.338
n360	1.42184
n361	2.8392
n362	2.03728
n363	2.98536
n364	0.91056
n365	5.22592
n366	1.57416
n367	1.56856
n368	5.60056
n369	0.6944
n370	3.62656
n371	2.9148
n372	3.89816
n373	2.28368
n374	5.60056
n375	1.33504
n376	3.18528
n377	3.05256
n378	4.20728
n379	0.87192
n380	2.2652
n381	0.5292
n382	0.42112
n383	1.24432
n384	0.7644
n385	3.11024
n386	1.1676
n387	2.5592
n388	3.1164
n389	1.20344
